-120.553	790.83448
-117.108	790.11973
-113.664	790.61456
-110.223	790.61456
-106.783	790.28467
-103.344	791.54923
-99.9072	789.24004
-96.4718	788.58028
-93.0381	788.8002
-89.6059	789.02012
-86.1753	789.56993
-82.7463	788.19541
-79.3189	790.17471
-75.8931	788.69024
-72.4688	789.40499
-69.0462	789.73487
-65.6251	788.8002
-62.2056	790.88946
-58.7876	788.14043
-55.3712	789.35
-51.9565	789.0751
-48.5432	789.89981
-45.1316	788.36035
-41.7215	790.00977
-38.313	789.51495
-34.9061	788.91016
-31.5007	788.91016
-28.0969	789.0751
-24.6947	788.85518
-21.294	788.69024
-17.8949	788.08545
-14.4974	789.40499
-11.1014	794.4632
-7.70701	841.74651
-4.31416	920.09386
-0.92287	874.73487
2.46687	806.33901
5.85504	788.30537
9.24166	788.96514
12.6267	788.85518
16.0102	787.81055
19.3922	787.20576
22.7726	788.8002
26.1514	787.92051
29.5288	788.03047
32.9045	790.11973
36.2787	788.08545
39.6514	788.96514
43.0225	791.43927
46.392	800.1262
49.7601	841.96643
53.1265	908.54793
56.4915	914.37588
59.8548	895.46255
63.2167	849.33383
66.577	833.93927
69.9358	815.46579
73.293	810.13267
76.6487	806.99878
80.0029	804.24975
83.3555	800.56605
86.7066	805.5143
90.0561	807.98843
93.4042	806.17407
96.7507	807.38364
100.096	803.09515
103.439	806.61391
106.781	811.72711
110.121	819.31443
113.46	839.10744
116.798	874.0751
120.133	887.54535
123.468	865.05828
126.8	840.09709
130.132	825.30731
133.461	819.36941
136.79	831.35518
140.116	828.44121
143.441	818.15984
146.765	810.84742
150.087	804.90951
153.408	803.09515
156.727	801.39076
160.044	801.61068
163.36	799.68636
166.675	800.07122
169.988	802.32543
173.3	821.51365
176.61	797.15725
179.918	797.92698
183.225	795.94768
186.531	793.0337
189.835	793.74845
193.137	793.41857
196.438	793.74845
199.738	793.30861
203.036	793.69347
206.332	794.68312
209.627	793.58351
212.921	793.91339
216.213	794.02336
219.503	792.64884
222.792	793.96837
226.08	792.42892
229.366	793.08869
232.65	791.76915
235.933	792.64884
239.215	793.25363
242.495	792.26398
245.774	793.19865
249.051	793.25363
252.326	795.45285
255.6	795.45285
258.873	794.90304
262.144	796.27756
265.414	796.49748
268.682	796.1676
271.949	796.60744
275.214	793.91339
278.478	794.95803
281.74	794.4632
285.001	793.96837
288.26	792.09903
291.518	793.85841
294.774	791.16436
298.029	793.08869
301.283	792.64884
304.535	792.209
307.785	792.31896
311.034	793.91339
314.282	791.16436
317.528	792.86876
320.772	791.0544
324.015	791.93409
327.257	790.83448
330.497	790.94444
333.736	790.61456
336.973	792.97872
340.209	791.16436
343.443	791.87911
346.676	791.43927
349.908	791.65919
353.138	790.28467
356.366	790.61456
359.593	791.60421
362.819	791.82413
366.043	791.65919
369.266	790.99942
372.487	791.98907
375.707	792.26398
378.925	793.25363
382.142	791.21935
385.357	790.94444
388.571	790.83448
391.784	792.04405
394.995	792.15402
398.205	790.22969
401.413	791.71417
404.62	790.28467
407.825	791.82413
411.029	790.94444
414.231	792.97872
417.432	790.44962
420.632	791.54923
423.83	792.209
427.027	790.7795
430.222	790.94444
433.416	792.04405
436.608	790.88946
439.799	790.83448
442.989	790.06475
446.177	789.73487
449.363	790.61456
452.549	790.11973
455.732	791.10938
458.915	791.98907
462.096	790.06475
465.275	790.7795
468.453	789.51495
471.63	791.27433
474.805	790.61456
477.979	790.7795
481.151	789.62491
484.322	791.43927
487.492	790.17471
490.66	790.61456
493.827	789.29502
496.992	790.61456
500.156	790.55958
503.318	790.7795
506.479	790.5046
509.639	790.5046
512.797	789.40499
515.954	789.78985
519.109	790.39464
522.263	790.83448
525.416	790.55958
528.567	790.39464
531.716	789.51495
534.865	789.35
538.012	790.61456
541.157	790.00977
544.301	790.22969
547.444	789.67989
550.585	790.11973
553.725	790.39464
556.864	789.51495
560.001	789.84483
563.137	791.82413
566.271	789.67989
569.404	790.7795
572.535	790.55958
575.665	790.22969
578.794	790.33966
581.921	788.8002
585.047	789.62491
588.172	790.44962
591.295	789.62491
594.417	790.7795
597.537	789.95479
600.656	789.95479
603.774	791.54923
606.89	791.0544
610.004	790.66954
613.118	789.24004
616.23	790.72452
619.341	789.62491
622.45	790.83448
625.558	790.72452
628.664	789.29502
631.769	790.28467
634.873	789.40499
637.975	790.33966
641.076	790.17471
644.176	790.99942
647.274	790.55958
650.371	789.89981
653.466	790.66954
656.561	789.29502
659.653	789.89981
662.745	789.78985
665.835	790.99942
668.923	788.58028
672.01	791.65919
675.096	790.44962
678.181	789.89981
681.264	791.21935
684.346	791.32931
687.426	791.16436
690.505	789.29502
693.583	790.06475
696.659	791.21935
699.734	789.02012
702.807	791.54923
705.88	789.84483
708.95	791.93409
712.02	791.71417
715.088	789.24004
718.155	790.44962
721.22	790.55958
724.284	791.0544
727.347	790.17471
730.408	788.74522
733.468	790.94444
736.527	789.29502
739.584	789.67989
742.64	789.13008
745.695	790.06475
748.748	790.22969
751.8	790.55958
754.85	790.66954
757.9	790.33966
760.947	789.89981
763.994	789.62491
767.039	789.84483
770.083	791.60421
773.125	788.5253
776.166	790.44962
779.206	790.22969
782.245	790.88946
785.282	790.17471
788.317	790.83448
791.352	790.22969
794.385	791.0544
797.417	789.45997
800.447	788.91016
803.476	789.24004
806.504	790.22969
809.53	789.56993
812.555	790.55958
815.579	791.60421
818.602	790.06475
821.623	790.61456
824.642	790.94444
827.661	789.02012
830.678	791.0544
833.694	789.18506
836.708	790.39464
839.721	788.91016
842.733	790.28467
845.743	791.0544
848.753	790.55958
851.76	790.17471
854.767	790.44962
857.772	789.13008
860.776	790.28467
863.778	787.86553
866.78	791.16436
869.779	789.95479
872.778	791.16436
875.775	789.89981
878.771	790.94444
881.766	790.7795
884.759	791.60421
887.751	789.89981
890.742	790.06475
893.731	788.96514
896.719	789.73487
899.706	790.17471
902.692	789.73487
905.676	790.99942
908.659	790.7795
911.64	789.0751
914.62	789.84483
917.599	790.55958
920.577	789.73487
923.553	788.5253
926.528	790.7795
929.502	790.99942
932.474	788.96514
935.445	790.55958
938.415	790.94444
941.384	790.22969
944.351	790.83448
947.317	790.06475
950.281	791.43927
953.245	788.41533
956.207	790.66954
959.167	789.24004
962.127	789.45997
965.085	790.94444
968.042	788.74522
970.997	791.43927
973.952	792.37394
976.905	789.67989
979.856	789.29502
982.807	789.84483
985.756	790.17471
988.704	789.95479
991.65	791.27433
994.596	789.89981
997.539	789.84483
1000.48	789.35
1003.42	790.39464
1006.36	789.45997
1009.3	789.73487
1012.24	789.78985
1015.18	791.10938
1018.11	790.66954
1021.05	791.16436
1023.98	789.51495
1026.91	789.78985
1029.84	789.56993
1032.77	790.7795
1035.69	790.33966
1038.62	791.10938
1041.55	791.71417
1044.47	792.04405
1047.39	789.51495
1050.31	790.83448
1053.23	790.00977
1056.15	789.95479
1059.07	791.76915
1061.98	790.61456
1064.9	792.209
1067.81	789.78985
1070.72	789.51495
1073.63	790.28467
1076.54	790.5046
1079.45	791.27433
1082.36	788.8002
1085.27	789.78985
1088.17	790.5046
1091.07	791.10938
1093.97	790.88946
1096.88	791.98907
1099.78	790.61456
1102.67	791.27433
1105.57	789.67989
1108.47	791.16436
1111.36	789.78985
1114.25	790.39464
1117.15	790.22969
1120.04	790.72452
1122.93	790.22969
1125.81	790.88946
1128.7	789.89981
1131.59	791.87911
1134.47	789.89981
1137.35	789.95479
1140.24	790.83448
1143.12	791.71417
1146	790.7795
1148.87	790.22969
1151.75	790.39464
1154.63	790.22969
1157.5	789.29502
1160.38	790.55958
1163.25	790.00977
1166.12	789.95479
1168.99	789.51495
1171.86	790.33966
1174.72	789.95479
1177.59	790.39464
1180.45	790.88946
1183.32	790.11973
1186.18	790.22969
1189.04	791.38429
1191.9	788.69024
1194.76	789.84483
1197.61	790.99942
1200.47	790.66954
1203.33	790.72452
1206.18	790.61456
1209.03	790.06475
1211.88	789.73487
1214.73	789.89981
1217.58	790.72452
1220.43	789.35
1223.27	790.00977
1226.12	790.88946
1228.96	790.11973
1231.8	789.62491
1234.65	790.44962
1237.49	790.61456
1240.32	789.84483
1243.16	790.28467
1246	790.72452
1248.83	791.16436
1251.67	791.82413
1254.5	789.56993
1257.33	789.73487
1260.16	790.11973
1262.99	790.94444
1265.82	790.83448
1268.65	790.83448
1271.47	788.8002
1274.29	791.0544
1277.12	790.00977
1279.94	791.10938
1282.76	790.88946
1285.58	790.66954
1288.4	789.29502
1291.21	788.8002
1294.03	791.21935
1296.84	791.27433
1299.66	790.72452
1302.47	790.28467
1305.28	790.00977
1308.09	789.40499
1310.9	789.62491
1313.71	790.00977
1316.51	789.73487
1319.32	790.61456
1322.12	790.22969
1324.92	790.00977
1327.72	789.78985
1330.52	790.5046
1333.32	791.32931
1336.12	790.55958
1338.92	790.17471
1341.71	790.61456
1344.51	789.84483
1347.3	790.17471
1350.09	790.39464
1352.88	791.16436
1355.67	789.62491
1358.46	790.66954
1361.24	790.00977
1364.03	791.49425
1366.82	789.56993
1369.6	791.60421
1372.38	790.28467
1375.16	790.22969
1377.94	790.7795
1380.72	791.10938
1383.5	790.94444
1386.27	789.89981
1389.05	791.93409
1391.82	790.7795
1394.59	790.94444
1397.37	792.31896
1400.14	790.66954
1402.91	789.62491
1405.67	791.16436
1408.44	791.27433
1411.21	791.27433
1413.97	791.82413
1416.73	790.11973
1419.5	790.88946
1422.26	790.88946
1425.02	792.37394
1427.77	790.94444
1430.53	789.67989
1433.29	790.11973
1436.04	790.33966
1438.8	790.28467
1441.55	791.65919
1444.3	790.83448
1447.05	790.39464
1449.8	790.99942
1452.55	791.43927
1455.29	790.72452
1458.04	790.7795
1460.78	790.61456
1463.53	789.29502
1466.27	790.44962
1469.01	790.55958
1471.75	790.39464
1474.49	790.06475
1477.23	791.10938
1479.96	791.71417
1482.7	789.62491
